car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture,price_numeric,kms_numeric
Mahindra XUV500 W11(O) [2018-2020],₹ 13.95 Lakh,"55,218 km",Diesel,Delhi,2018,1395000,55218
Maruti Suzuki XL6 Zeta MT Petrol,₹ 10.45 Lakh,"2,390 km",Petrol,Mumbai,2021,1045000,2390
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],₹ 4.91 Lakh,"71,975 km",Petrol,Hyderabad,2017,491000,71975
Tata Hexa XTA 4x2 7 STR,₹ 15.5 Lakh,"70,930 km",Diesel,Hyderabad,2018,1550000,70930
Honda Amaze 1.2 S AT i-VTEC,₹ 6.25 Lakh,"45,751 km",Petrol,Ahmedabad,2017,625000,45751
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.69 Lakh,"32,702 km",Petrol,Kolkata,2016,369000,32702
Honda Amaze 1.2 V MT Petrol [2018-2020],₹ 7.25 Lakh,"45,982 km",Petrol,Bangalore,2018,725000,45982
Jeep Compass Limited (O) 2.0 Diesel [2017-2020],₹ 17.45 Lakh,"57,624 km",Diesel,Hyderabad,2018,1745000,57624
Maruti Suzuki Celerio VXi AMT,₹ 4 Lakh,"67,000 km",Petrol,Thiruvallur,2014,400000,67000
Renault Kwid CLIMBER 1.0 (O),₹ 4.8 Lakh,"1,245 km",Petrol,Kolkata,2021,480000,1245
Honda City SV,₹ 7.99 Lakh,"56,861 km",Petrol,Bangalore,2016,799000,56861
Maruti Suzuki Dzire ZXi,₹ 7.95 Lakh,"33,372 km",Petrol,Bangalore,2020,795000,33372
Tata Safari XZA Plus Gold 6 S,₹ 24 Lakh,"22,360 km",Diesel,Thane,2021,2400000,22360
Hyundai i20 Magna (O) 1.2,₹ 4.25 Lakh,"74,050 km",Petrol,Pune,2014,425000,74050
Hyundai Elite i20  Asta 1.2 AT,₹ 8.95 Lakh,"39,389 km",Petrol,Bangalore,2018,895000,39389
Maruti Suzuki Alto K10 VXi [2014-2019],₹ 3.36 Lakh,"44,042 km",Petrol,Pune,2015,336000,44042
Mercedes-Benz C-Class C 220d Progressive [2018-2019],₹ 46 Lakh,"53,841 km",Diesel,Hyderabad,2019,4600000,53841
Mahindra XUV500 W11 AT,₹ 15.9 Lakh,"45,724 km",Diesel,Ahmedabad,2018,1590000,45724
Jeep Compass Model S (O) Diesel 4x4 AT,₹ 37 Lakh,"1,600 km",Diesel,Hyderabad,2022,3700000,1600
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 5 Lakh,"33,583 km",Petrol,Kolkata,2019,500000,33583
Hyundai Venue S 1.0 AT Petrol [2019-2020],₹ 10.45 Lakh,"32,727 km",Petrol,Mumbai,2020,1045000,32727
Hyundai Verna 1.6 VTVT SX,₹ 8.68 Lakh,"52,858 km",Petrol,Delhi,2018,868000,52858
Maruti Suzuki Alto K10 VXi [2014-2019],₹ 2.95 Lakh,"88,989 km",Petrol,Chennai,2016,295000,88989
Skoda Rapid Style 1.6 MPI,₹ 10.46 Lakh,"10,418 km",Petrol,Delhi,2021,1046000,10418
Chevrolet Cruze LTZ,₹ 8.5 Lakh,"65,000 km",Diesel,Thane,2017,850000,65000
Ford EcoSport Titanium 1.5 Ti-VCT AT,₹ 9.45 Lakh,"43,624 km",Petrol,Mumbai,2019,945000,43624
Maruti Suzuki Baleno Alpha 1.2,₹ 6.89 Lakh,"31,968 km",Petrol,Delhi,2018,689000,31968
Hyundai Elite i20 Asta 1.2 (O) CVT [2019-2020],₹ 8.51 Lakh,"41,236 km",Petrol,Mumbai,2019,851000,41236
Maruti Suzuki Baleno Zeta 1.2,₹ 5.85 Lakh,"36,101 km",Petrol,Mumbai,2017,585000,36101
Hyundai Creta SX Plus 1.6 AT CRDI,₹ 11.71 Lakh,"44,157 km",Diesel,Mumbai,2017,1171000,44157
Volkswagen Polo GT TSI,₹ 5.92 Lakh,"51,644 km",Petrol,Pune,2014,592000,51644
Hyundai Venue SX 1.4 CRDi,₹ 9.83 Lakh,"40,655 km",Diesel,Delhi,2019,983000,40655
Honda Amaze 1.2 SX i-VTEC,₹ 4.69 Lakh,"79,749 km",Petrol,Pune,2015,469000,79749
Volkswagen Ameo Trendline 1.0L (P),₹ 4.65 Lakh,"46,000 km",Petrol,Noida,2018,465000,46000
Volkswagen Ameo Highline1.2L (P) [2016-2018],₹ 3.99 Lakh,"40,729 km",Petrol,Kolkata,2016,399000,40729
Hyundai Elite i20 Asta 1.2,₹ 6.58 Lakh,"36,349 km",Petrol,Bangalore,2015,658000,36349
Hyundai Grand i10 Magna 1.2 Kappa VTVT CNG [2019-2020],₹ 5.37 Lakh,"23,345 km",CNG,Pune,2019,537000,23345
Hyundai Elite i20 Magna 1.2 [2016-2017],₹ 5.34 Lakh,"33,679 km",Petrol,Delhi,2016,534000,33679
Hyundai i10 1.1L iRDE Magna Special Edition,₹ 2.95 Lakh,"56,000 km",Petrol,Thane,2014,295000,56000
Maruti Suzuki Celerio VXi,₹ 3.95 Lakh,"66,290 km",Petrol,Noida,2015,395000,66290
Maruti Suzuki Celerio ZXi (O) AMT [2019-2020],₹ 4.25 Lakh,"41,624 km",Petrol,Pune,2017,425000,41624
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],₹ 4.31 Lakh,"46,458 km",Petrol,Pune,2013,431000,46458
Audi A4 2.0 TDI (177bhp) Premium,₹ 16.5 Lakh,"1,16,265 km",Diesel,Hyderabad,2013,1650000,116265
Honda Amaze 1.2 S i-VTEC,₹ 4 Lakh,"50,821 km",Petrol,Delhi,2014,400000,50821
Mahindra XUV500 W8 [2015-2017],₹ 9.75 Lakh,"87,820 km",Diesel,Mumbai,2016,975000,87820
Renault Kwid RXT [2015-2019],₹ 4.25 Lakh,"22,785 km",Petrol,Thane,2019,425000,22785
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4.5 Lakh,"70,000 km",CNG,Thane,2018,450000,70000
Mercedes-Benz E-Class E 350 CDI Edition E,₹ 27 Lakh,"84,169 km",Diesel,Hyderabad,2016,2700000,84169
Maruti Suzuki Baleno Zeta 1.2,₹ 7.25 Lakh,"12,252 km",Petrol,Mumbai,2020,725000,12252
Hyundai i20 Asta (O) 1.2 MT,₹ 9.1 Lakh,"12,420 km",Petrol,Pune,2021,910000,12420
Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],₹ 3.67 Lakh,"50,714 km",Petrol,Chennai,2014,367000,50714
Tata Tiago Revotron XZ,₹ 5.9 Lakh,"16,337 km",Petrol,Delhi,2021,590000,16337
Maruti Suzuki S-Cross Alpha 1.3,₹ 7.95 Lakh,"52,245 km",Diesel,Thane,2017,795000,52245
Hyundai Venue SX Plus 1.0 Turbo DCT,₹ 10.97 Lakh,"64,317 km",Petrol,Pune,2020,1097000,64317
Audi A6 2.0 TDI Premium,₹ 15.5 Lakh,"1,01,850 km",Diesel,Ahmedabad,2014,1550000,101850
Hyundai Santro Sportz [2018-2020],₹ 5.29 Lakh,"43,189 km",Petrol,Pune,2019,529000,43189
Audi A4 35 TDI Premium,₹ 27 Lakh,"82,695 km",Diesel,Chennai,2016,2700000,82695
Maruti Suzuki Wagon R LXi 1.0 CNG,₹ 6.87 Lakh,"19,225 km",CNG,Pune,2021,687000,19225
Maruti Suzuki Swift VXi [2014-2017],₹ 5.8 Lakh,"63,323 km",Petrol,Hyderabad,2016,580000,63323
Toyota Corolla Altis GL,₹ 11.5 Lakh,"71,957 km",Diesel,Hyderabad,2015,1150000,71957
Maruti Suzuki Ciaz Delta 1.5,₹ 8.49 Lakh,"54,031 km",Petrol,Hyderabad,2020,849000,54031
Maruti Suzuki S-Cross Delta 1.3,₹ 8.95 Lakh,"53,416 km",Diesel,Bangalore,2018,895000,53416
BMW 3 Series 320d Luxury Line,₹ 27.85 Lakh,"64,229 km",Diesel,Bangalore,2016,2785000,64229
Honda Brio EX MT,₹ 3.75 Lakh,"81,122 km",Petrol,Bangalore,2014,375000,81122
Maruti Suzuki Wagon R VXi 1.2,₹ 5.79 Lakh,"50,860 km",Petrol,Bangalore,2019,579000,50860
Skoda Kushaq Style 1.0L TSI MT,₹ 14.5 Lakh,"3,000 km",Petrol,Kolkata,2022,1450000,3000
Maruti Suzuki Swift VXi AMT,₹ 7.85 Lakh,"32,516 km",Petrol,Bangalore,2019,785000,32516
Maruti Suzuki Alto K10 VXi AMT (Airbag) [2014-2019],₹ 4.3 Lakh,"30,305 km",Petrol,Ahmedabad,2018,430000,30305
Mahindra Bolero Power Plus SLE [2016-2019],₹ 5.71 Lakh,"45,090 km",Diesel,Kolkata,2017,571000,45090
BMW 3 Series GT 320d Luxury Line [2014-2016],₹ 39.5 Lakh,"51,400 km",Diesel,Hyderabad,2019,3950000,51400
Volkswagen Taigun GT Plus 1.5 TSI DSG,₹ 16.49 Lakh,"9,792 km",Petrol,Ahmedabad,2021,1649000,9792
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],₹ 16.31 Lakh,"85,182 km",Diesel,Delhi,2017,1631000,85182
Hyundai Elantra 1.8 SX AT,₹ 6.85 Lakh,"25,000 km",Petrol,Pune,2014,685000,25000
Kia Seltos GTX (O) 1.4,₹ 15.98 Lakh,"14,300 km",Petrol,Pune,2021,1598000,14300
Honda City SV CVT,₹ 6.45 Lakh,"52,283 km",Petrol,Mumbai,2015,645000,52283
Tata Tiago NRG Petrol,₹ 8.43 Lakh,"9,578 km",Petrol,Pune,2022,843000,9578
Ford Freestyle Titanium Plus 1.2 Ti-VCT [2018-2020],₹ 6 Lakh,"32,000 km",Petrol,Ambattur,2020,600000,32000
Honda City ZX CVT Petrol [2017-2019],₹ 9.25 Lakh,"43,239 km",Petrol,Mumbai,2017,925000,43239
Maruti Suzuki Wagon R LXi Minor,₹ 1.5 Lakh,"1,50,000 km",Petrol + 1,Ambattur,2007,150000,150000
Skoda Rapid Ambition 1.6 MPI AT,₹ 9.59 Lakh,"54,698 km",Petrol,Delhi,2020,959000,54698
Maruti Suzuki Alto 800 VXi,₹ 3.49 Lakh,"19,097 km",Petrol,Delhi,2020,349000,19097
Maruti Suzuki Swift VXi [2014-2017],₹ 6.29 Lakh,"37,497 km",Petrol,Bangalore,2018,629000,37497
Volkswagen Polo Highline1.2L (P),₹ 3 Lakh,"76,143 km",Petrol,Mumbai,2013,300000,76143
Honda City VX CVT Petrol [2017-2019],₹ 11.45 Lakh,"28,340 km",Petrol,Bangalore,2017,1145000,28340
Toyota Corolla Altis G CVT Petrol,₹ 12.27 Lakh,"75,766 km",Petrol,Delhi,2017,1227000,75766
Hyundai Verna Fluidic 1.6 CRDi SX,₹ 6 Lakh,"1,06,985 km",Diesel,Hyderabad,2014,600000,106985
Jeep Compass Limited Plus Petrol AT,₹ 20 Lakh,"11,000 km",Petrol,Mumbai,2020,2000000,11000
BMW X3 xDrive20d,₹ 18 Lakh,"74,073 km",Diesel,Hyderabad,2012,1800000,74073
Volkswagen Ameo Highline Plus 1.5L AT (D)16 Alloy,₹ 6.6 Lakh,"58,549 km",Diesel,Chennai,2017,660000,58549
Volkswagen Taigun Topline 1.0 TSI MT,₹ 15.99 Lakh,"12,093 km",Petrol,Bangalore,2021,1599000,12093
Ford Figo Duratorq Diesel Titanium 1.4,₹ 2.99 Lakh,"64,983 km",Diesel,Mumbai,2013,299000,64983
Hyundai Elite i20 Asta 1.2,₹ 5.15 Lakh,"36,787 km",Petrol,Thane,2014,515000,36787
Jeep Compass Limited (O) 2.0 Diesel [2017-2020],₹ 11.26 Lakh,"47,631 km",Diesel,Kolkata,2017,1126000,47631
Maruti Suzuki Ciaz Zeta 1.4 AT,₹ 7.52 Lakh,"28,800 km",Petrol,Ahmedabad,2017,752000,28800
Maruti Suzuki Baleno Alpha 1.2,₹ 8.75 Lakh,"43,000 km",Petrol,Hyderabad,2019,875000,43000
Volkswagen Vento TSI,₹ 6.1 Lakh,"55,837 km",Petrol,Mumbai,2016,610000,55837
Hyundai Creta SX Plus 1.6  Petrol,₹ 8.99 Lakh,"41,441 km",Petrol,Thane,2016,899000,41441
Volkswagen Polo Comfortline 1.2L (P),₹ 4.25 Lakh,"49,047 km",Petrol,Mumbai,2015,425000,49047
Hyundai Grand i10 Asta 1.2 Kappa VTVT [2013-2016],₹ 4.28 Lakh,"55,888 km",Petrol,Hyderabad,2013,428000,55888
Hyundai Santro Sportz CNG [2018-2020],₹ 6.04 Lakh,"32,036 km",CNG,Delhi,2021,604000,32036
Maruti Suzuki Alto 800 Vxi,₹ 2.46 Lakh,"71,169 km",Petrol,Delhi,2014,246000,71169
Honda Civic ZX CVT Petrol [2019-2020],₹ 20.7 Lakh,"19,600 km",Petrol,Pune,2019,2070000,19600
Maruti Suzuki Ciaz Delta 1.3 Hybrid,₹ 6 Lakh,"61,456 km",Diesel,Delhi,2017,600000,61456
Maruti Suzuki Baleno Delta Dualjet,₹ 6.79 Lakh,"28,417 km",Petrol,Delhi,2020,679000,28417
Maruti Suzuki Baleno Sigma 1.3,₹ 6.99 Lakh,"60,132 km",Diesel,Bangalore,2018,699000,60132
Hyundai Elite i20 Sportz 1.2,₹ 6.1 Lakh,"45,571 km",Petrol,Mumbai,2017,610000,45571
Hyundai Eon 1.0 Kappa Magna + [2014-2016],₹ 2.83 Lakh,"34,229 km",Petrol,Delhi,2014,283000,34229
Maruti Suzuki Wagon R 1.0 VXI AMT,₹ 4.45 Lakh,"38,754 km",Petrol,Delhi,2018,445000,38754
Hyundai Verna 1.6 VTVT SX,₹ 9.65 Lakh,"5,564 km",Petrol,Mumbai,2019,965000,5564
Maruti Suzuki Alto K10 VXi AMT,₹ 4.3 Lakh,"58,006 km",Petrol,Hyderabad,2019,430000,58006
Jeep Compass Limited Plus 2.0 Diesel 4x4 AT,₹ 24.75 Lakh,"11,293 km",Diesel,Mumbai,2020,2475000,11293
Volkswagen Polo Comfortline 1.2L (P),₹ 5.79 Lakh,"51,000 km",Petrol,Bangalore,2015,579000,51000
Hyundai Elite i20 Asta 1.4 CRDI,₹ 7.7 Lakh,"77,505 km",Diesel,Chennai,2017,770000,77505
Volkswagen Polo GT TSI,₹ 9.25 Lakh,"62,690 km",Petrol,Bangalore,2018,925000,62690
Maruti Suzuki Alto 800 LXi (O),₹ 3.43 Lakh,"6,370 km",Petrol,Kolkata,2019,343000,6370
Maruti Suzuki Swift Dzire VXI,₹ 5.15 Lakh,"59,000 km",Petrol,Gurgaon,2017,515000,59000
Maruti Suzuki Swift ZXi AMT [2018-2019],₹ 7.25 Lakh,"11,874 km",Petrol,Thane,2019,725000,11874
Renault Kwid 1.0 RXL [2017-2019],₹ 2.85 Lakh,"56,856 km",Petrol,Delhi,2017,285000,56856
Maruti Suzuki Ignis Delta 1.2 MT,₹ 4.74 Lakh,"11,824 km",Petrol,Pune,2018,474000,11824
Mahindra XUV500 W6,₹ 11.25 Lakh,"56,877 km",Diesel,Bangalore,2016,1125000,56877
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4 Lakh,"45,000 km",CNG,Thane,2015,400000,45000
Honda WR-V VX MT Petrol,₹ 6.25 Lakh,"24,459 km",Petrol,Kolkata,2017,625000,24459
Renault Kwid 1.0 RXT [2016-2019],₹ 3.14 Lakh,"43,335 km",Petrol,Pune,2016,314000,43335
Honda Jazz V Petrol,₹ 4 Lakh,"54,912 km",Petrol,Kolkata,2016,400000,54912
Maruti Suzuki Baleno Delta 1.2,₹ 6.65 Lakh,"15,116 km",Petrol,Mumbai,2019,665000,15116
Volvo V90 Cross Country D5 Inscription [2017-2020],₹ 36 Lakh,"67,713 km",Diesel,Ahmedabad,2018,3600000,67713
Maruti Suzuki Baleno Delta 1.2 AT,₹ 7.25 Lakh,"45,000 km",Petrol,Hyderabad,2020,725000,45000
Hyundai Eon Era +,₹ 2.45 Lakh,"46,101 km",Petrol,Kolkata,2018,245000,46101
Maruti Suzuki Dzire VXi AMT,₹ 7.69 Lakh,"46,232 km",Petrol,Bangalore,2018,769000,46232
Mercedes-Benz GLC 220d 4MATIC Progressive,₹ 64.99 Lakh,"6,563 km",Diesel,Kolkata,2022,6499000,6563
Land Rover Discovery Sport HSE Luxury,₹ 26.99 Lakh,"64,801 km",Diesel,Kolkata,2016,2699000,64801
Mercedes-Benz GLE 250 d,₹ 53.55 Lakh,"46,023 km",Diesel,Bangalore,2018,5355000,46023
Hyundai Verna Fluidic 1.6 VTVT SX,₹ 5.15 Lakh,"74,371 km",Petrol,Mumbai,2014,515000,74371
Hyundai Elite i20 Magna Plus 1.4 CRDi,₹ 5.94 Lakh,"58,262 km",Diesel,Delhi,2018,594000,58262
Honda BR-V V CVT Petrol,₹ 7.9 Lakh,"61,225 km",Petrol,Mumbai,2016,790000,61225
Hyundai Xcent S 1.2 Special Edition,₹ 4.82 Lakh,"37,882 km",Petrol,Pune,2015,482000,37882
Ford Endeavour Titanium 3.2 4x4 AT,₹ 33 Lakh,"71,773 km",Diesel,Hyderabad,2018,3300000,71773
Hyundai i20 Magna 1.2,₹ 2.99 Lakh,"35,982 km",Petrol,Kolkata,2012,299000,35982
Honda Amaze 1.2 S i-VTEC,₹ 3.75 Lakh,"46,500 km",Petrol,Mumbai,2014,375000,46500
Mercedes-Benz E-Class E 350 CDI Edition E,₹ 27.99 Lakh,"24,162 km",Diesel,Kolkata,2016,2799000,24162
Datsun GO Plus T,₹ 2.5 Lakh,"43,000 km",Petrol,Ahmedabad,2015,250000,43000
Ford EcoSport Titanium 1.5 TDCi,₹ 4.65 Lakh,"53,000 km",Diesel,Kolkata,2015,465000,53000
Kia Sonet HTX 1.5 [2020-2021],₹ 9.5 Lakh,"58,063 km",Diesel,Kolkata,2021,950000,58063
Audi Q7 45 TDI Technology Pack,₹ 69.95 Lakh,"37,648 km",Diesel,Bangalore,2018,6995000,37648
Maruti Suzuki Swift VDi,₹ 6.5 Lakh,"82,366 km",Diesel,Hyderabad,2017,650000,82366
Skoda Kodiaq Style 2.0 TDI 4x4 AT,₹ 25 Lakh,"1,03,885 km",Diesel,Hyderabad,2017,2500000,103885
Hyundai Elite i20 Magna 1.2,₹ 5.75 Lakh,"67,000 km",Petrol,Hyderabad,2015,575000,67000
Volkswagen Jetta Trendline 2.0L TDI,₹ 2.95 Lakh,"63,389 km",Diesel,Kolkata,2011,295000,63389
Maruti Suzuki Ritz Vxi BS-IV,₹ 4.65 Lakh,"88,000 km",Petrol,Hyderabad,2015,465000,88000
Audi A3 40 TFSI Premium Plus + sunroof,₹ 24.5 Lakh,"43,290 km",Petrol,Pune,2018,2450000,43290
Maruti Suzuki Baleno Zeta,₹ 6.21 Lakh,"29,093 km",Petrol,Kolkata,2018,621000,29093
Hyundai i10 Magna 1.1 LPG,₹ 3.5 Lakh,"73,380 km",LPG,Hyderabad,2013,350000,73380
Honda Jazz VX Petrol,₹ 5.5 Lakh,"48,210 km",Petrol,Thane,2017,550000,48210
Hyundai Verna Fluidic 1.6 VTVT SX,₹ 6.69 Lakh,"14,296 km",Petrol,Bangalore,2014,669000,14296
Ford EcoSport Titanium 1.5L TDCi,₹ 6.5 Lakh,"59,511 km",Diesel,Kolkata,2018,650000,59511
Toyota Fortuner 2.8 4x4 AT [2016-2020],₹ 41.99 Lakh,"6,373 km",Diesel,Kolkata,2021,4199000,6373
Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],₹ 22 Lakh,"88,000 km",Diesel,Hyderabad,2018,2200000,88000
Kia Seltos HTX 1.5 [2020-2021],₹ 12.75 Lakh,"42,000 km",Petrol,Ahmedabad,2020,1275000,42000
Renault Duster 110 PS RxL AWD Diesel,₹ 7.75 Lakh,"94,931 km",Diesel,Bangalore,2015,775000,94931
MG Hector Shine 1.5 Petrol Turbo CVT,₹ 18 Lakh,"5,900 km",Petrol,Kolkata,2021,1800000,5900
Land Rover Discovery Sport HSE Luxury,₹ 43.07 Lakh,"38,144 km",Diesel,Ahmedabad,2019,4307000,38144
Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],₹ 27 Lakh,"48,989 km",Diesel,Thane,2020,2700000,48989
Maruti Suzuki Swift VXi [2014-2017],₹ 5.95 Lakh,"15,205 km",Petrol,Thane,2018,595000,15205
Mercedes-Benz GLS 350 d,₹ 63 Lakh,"59,348 km",Diesel,Mumbai,2017,6300000,59348
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.82 Lakh,"33,941 km",Petrol,Kolkata,2018,382000,33941
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4.15 Lakh,"19,812 km",CNG,Pune,2015,415000,19812
Volkswagen Polo Highline Plus 1.2( P)16 Alloy [2017-2018],₹ 4.85 Lakh,"55,800 km",Petrol,Gurgaon,2018,485000,55800
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.82 Lakh,"35,010 km",Petrol,Delhi,2017,482000,35010
Kia Seltos GTX Plus 1.4 [2020-2021],₹ 16.9 Lakh,"11,000 km",Petrol,Chennai,2020,1690000,11000
Maruti Suzuki Baleno Delta 1.2,₹ 5.7 Lakh,"28,000 km",Petrol,Thane,2017,570000,28000
Renault Kwid 1.0 RXT [2016-2019],₹ 3.04 Lakh,"53,728 km",Petrol,Delhi,2018,304000,53728
Tata Harrier XZ,₹ 16.75 Lakh,"28,000 km",Diesel,Mumbai,2020,1675000,28000
Maruti Suzuki Alto K10 VXi,₹ 2.55 Lakh,"66,000 km",Petrol,Hyderabad,2012,255000,66000
Maruti Suzuki Ertiga ZXi AT,₹ 10.9 Lakh,"32,881 km",Petrol,Ahmedabad,2019,1090000,32881
Volkswagen Vento Trendline Petrol,₹ 3.5 Lakh,"1,01,740 km",Petrol,Hyderabad,2010,350000,101740
BMW X1 sDrive20d,₹ 8.35 Lakh,"47,000 km",Diesel,Thane,2011,835000,47000
Maruti Suzuki Vitara Brezza ZDi,₹ 8.13 Lakh,"82,559 km",Diesel,Chennai,2018,813000,82559
Kia Seltos HTK 1.5 [2020-2021],₹ 18.5 Lakh,"20,881 km",Petrol,Hyderabad,2021,1850000,20881
Toyota Corolla H2 1.8E,₹ 2 Lakh,"1,40,000 km",Petrol + 1,Pallikarnai,2004,200000,140000
Maruti Suzuki S-Cross Alpha 1.3,₹ 6.25 Lakh,"48,159 km",Diesel,Kolkata,2018,625000,48159
Mercedes-Benz B-Class B180 CDI,₹ 13.5 Lakh,"64,300 km",Diesel,Ahmedabad,2014,1350000,64300
Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],₹ 18.51 Lakh,"32,244 km",Diesel,Mumbai,2020,1851000,32244
Ford EcoSport Titanium + 1.5L Ti-VCT AT [2019-2020],₹ 9.5 Lakh,"52,547 km",Petrol,Ahmedabad,2019,950000,52547
Maruti Suzuki Swift VXi,₹ 3.25 Lakh,"71,861 km",Petrol,Bangalore,2009,325000,71861
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 4.69 Lakh,"24,251 km",Petrol,Bangalore,2013,469000,24251
Mercedes-Benz S-Class 350 CDI Long Blue-Efficiency,₹ 46.6 Lakh,"32,500 km",Diesel,Mumbai,2014,4660000,32500
Maruti Suzuki Swift VDi,₹ 6 Lakh,"82,500 km",Diesel + 1,Poonamallee,2017,600000,82500
Audi A3 40 TFSI Premium,₹ 15 Lakh,"69,727 km",Petrol,Ahmedabad,2015,1500000,69727
Hyundai Elite i20 Sportz 1.2,₹ 5.26 Lakh,"54,822 km",Petrol,Pune,2015,526000,54822
Ford Aspire Titanium Plus 1.5 TDCi,₹ 4.25 Lakh,"1,67,000 km",Diesel,Ahmedabad,2016,425000,167000
Skoda Kushaq Style 1.5L TSI DSG (6 Airbags),₹ 19.25 Lakh,"23,402 km",Petrol,Bangalore,2021,1925000,23402
Hyundai Xcent S 1.2,₹ 3.95 Lakh,"36,000 km",Petrol,Kolkata,2018,395000,36000
Maruti Suzuki S-Presso VXi,₹ 4.31 Lakh,"53,958 km",Petrol,Kolkata,2020,431000,53958
Maruti Suzuki Baleno Zeta Automatic,₹ 6.9 Lakh,"6,90,000 km",Petrol,Thane,2018,690000,690000
Hyundai i20 Sportz 1.2 (O),₹ 4.3 Lakh,"50,546 km",Petrol,Delhi,2014,430000,50546
Maruti Suzuki Celerio VXi AMT,₹ 4.79 Lakh,"59,175 km",Petrol,Bangalore,2015,479000,59175
Audi A3 35 TDI Premium Plus + Sunroof,₹ 29.5 Lakh,"17,300 km",Diesel,Bangalore,2018,2950000,17300
Maruti Suzuki Ritz Vxi BS-IV,₹ 4.25 Lakh,"88,000 km",Petrol,Hyderabad,2014,425000,88000
Toyota Yaris G MT [2018-2020],₹ 7.85 Lakh,"28,103 km",Petrol,Delhi,2019,785000,28103
Honda Jazz V Petrol,₹ 5.2 Lakh,"73,061 km",Petrol,Hyderabad,2015,520000,73061
Toyota Innova 2.5 G 7 STR BS-IV,₹ 7.25 Lakh,"1,01,330 km",Diesel,Pune,2012,725000,101330
Maruti Suzuki Baleno Zeta 1.2,₹ 9.42 Lakh,"7,773 km",Petrol,Pune,2021,942000,7773
Land Rover Range Rover Velar 2.0 R-Dynamic SE Petrol 250,₹ 85 Lakh,"29,000 km",Petrol,Faridabad,2020,8500000,29000
Maruti Suzuki Alto 800 VXi,₹ 4.01 Lakh,"1,953 km",Petrol,Delhi,2021,401000,1953
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],₹ 7.67 Lakh,"18,490 km",Petrol,Chennai,2019,767000,18490
Hyundai Grand i10 Sportz U2 1.2 CRDi,₹ 5.5 Lakh,"60,093 km",Diesel,Thane,2018,550000,60093
Maruti Suzuki Swift VXi [2014-2017],₹ 5.43 Lakh,"46,282 km",Petrol,Kolkata,2019,543000,46282
Volkswagen Vento Highline Petrol,₹ 7 Lakh,"93,682 km",Petrol,Hyderabad,2015,700000,93682
Maruti Suzuki Swift VDi,₹ 4.9 Lakh,"84,316 km",Diesel,Ahmedabad,2015,490000,84316
Kia Seltos HTX Plus AT 1.5 Diesel [2019-2020],₹ 17 Lakh,"20,175 km",Diesel,Hyderabad,2020,1700000,20175
Hyundai Elite i20 Asta 1.2 (O) [2016],₹ 7.39 Lakh,"19,266 km",Petrol,Hyderabad,2017,739000,19266
Maruti Suzuki Alto 800 Vxi,₹ 3.22 Lakh,"26,802 km",Petrol,Bangalore,2016,322000,26802
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],₹ 7.17 Lakh,"20,454 km",Petrol,Chennai,2018,717000,20454
Toyota Corolla Altis G CVT Petrol,₹ 12.27 Lakh,"75,766 km",Petrol,Delhi,2017,1227000,75766
Honda City 1.5 V MT,₹ 3.65 Lakh,"80,000 km",Petrol,Thane,2012,365000,80000
Renault Kwid 1.0 RXT Opt,₹ 4.51 Lakh,"2,421 km",Petrol,Pune,2019,451000,2421
Hyundai Creta SX Plus 1.6  Petrol,₹ 9.11 Lakh,"53,946 km",Petrol,Mumbai,2016,911000,53946
Hyundai Xcent S 1.2 (O),₹ 4.35 Lakh,"74,000 km",Petrol,Thane,2015,435000,74000
Hyundai Verna 1.6 VTVT SX,₹ 7.75 Lakh,"22,911 km",Petrol,Thane,2018,775000,22911
Hyundai Creta SX 1.6 AT CRDi,₹ 14.5 Lakh,"59,994 km",Diesel,Hyderabad,2018,1450000,59994
Maruti Suzuki Baleno Delta 1.2,₹ 4.98 Lakh,"48,702 km",Petrol,Delhi,2016,498000,48702
Honda City V,₹ 10.6 Lakh,"12,382 km",Petrol,Pune,2019,1060000,12382
Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],₹ 6.29 Lakh,"12,930 km",Petrol,Bangalore,2016,629000,12930
Jeep Compass Limited Plus 2.0 Diesel 4x4 AT,₹ 24.75 Lakh,"11,293 km",Diesel,Mumbai,2020,2475000,11293
